plant_id,animal,toxic,clinical_signs
15,dog,TRUE,"Vomiting, anorexia, depression"
15,horse,TRUE,"Vomiting, anorexia, depression"
16,cat,TRUE,"weakness, convulsions, gastroenteritis (vomiting, diarrhea)"
16,dog,TRUE,"weakness, convulsions, gastroenteritis (vomiting, diarrhea)"
16,horse,TRUE,"weakness, convulsions, gastroenteritis (vomiting, diarrhea)"
17,cat,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
17,dog,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
17,horse,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
18,cat,TRUE,"Vomiting, diarrhea, lethargy, panting, coma (rare); dermal - redness, skin ulcers."
18,dog,TRUE,"Vomiting, diarrhea, lethargy, panting, coma (rare); dermal - redness, skin ulcers."
18,horse,TRUE,"Vomiting, diarrhea, lethargy, panting, coma (rare); dermal - redness, skin ulcers."
19,cat,TRUE,"Vomiting, diarrhea, lethargy, panting, coma (rare); dermal – redness, skin ulcers."
19,dog,TRUE,"Vomiting, diarrhea, lethargy, panting, coma (rare); dermal – redness, skin ulcers."
19,horse,TRUE,"Vomiting, diarrhea, lethargy, panting, coma (rare); dermal – redness, skin ulcers."
20,cat,FALSE,null
20,dog,FALSE,null
20,horse,TRUE,null
21,cat,TRUE,"Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure."
21,dog,TRUE,"Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure."
21,horse,TRUE,"Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure."
22,cat,FALSE,null
22,dog,FALSE,null
22,horse,TRUE,null
23,cat,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems."
23,dog,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems."
23,horse,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems."
24,cat,TRUE,"Skin and oral irritation, hypersalivation, vomiting, diarrhea"
24,dog,TRUE,"Skin and oral irritation, hypersalivation, vomiting, diarrhea"
24,horse,TRUE,"Skin and oral irritation, hypersalivation, vomiting, diarrhea"
25,cat,FALSE,null
25,dog,FALSE,null
25,horse,TRUE,null
26,cat,FALSE,null
26,dog,FALSE,null
26,horse,FALSE,null
27,cat,FALSE,null
27,dog,FALSE,null
27,horse,FALSE,null
28,cat,TRUE,"Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock."
28,dog,TRUE,"Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock."
28,horse,TRUE,"Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock."
29,cat,TRUE,"Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock."
29,dog,TRUE,"Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock."
29,horse,TRUE,"Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock."
30,cat,FALSE,null
30,dog,FALSE,null
30,horse,TRUE,null
31,cat,FALSE,null
31,dog,FALSE,null
31,horse,TRUE,null
32,cat,FALSE,null
32,dog,FALSE,null
32,horse,TRUE,null
33,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
33,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
33,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
34,cat,FALSE,null
34,dog,FALSE,null
34,horse,FALSE,null
35,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
35,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
35,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
36,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
36,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
36,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
37,cat,TRUE,"Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected."
37,dog,TRUE,"Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected."
37,horse,TRUE,"Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected."
38,cat,TRUE,"allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea.)"
38,dog,TRUE,"allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea.)"
38,horse,TRUE,"allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea.)"
39,cat,FALSE,null
39,dog,FALSE,null
39,horse,TRUE,null
40,cat,TRUE,"While this plant does contain potentially toxic substances, the most common effects seen are mild vomiting and diarrhea."
40,dog,TRUE,"While this plant does contain potentially toxic substances, the most common effects seen are mild vomiting and diarrhea."
40,horse,TRUE,"While this plant does contain potentially toxic substances, the most common effects seen are mild vomiting and diarrhea."
41,cat,TRUE,"Depression, hyperthermia, weakness, muscular stiffness, vomiting, tremors, increased heartrate. Only reported in dogs at this time."
41,dog,TRUE,"Depression, hyperthermia, weakness, muscular stiffness, vomiting, tremors, increased heartrate. Only reported in dogs at this time."
41,horse,TRUE,"Depression, hyperthermia, weakness, muscular stiffness, vomiting, tremors, increased heartrate. Only reported in dogs at this time."
42,cat,TRUE,"Vomiting, depression"
42,dog,TRUE,"Vomiting, depression"
42,horse,TRUE,"Vomiting, depression"
43,cat,TRUE,"oral irritation, bloody vomiting, diarrhea, shock, multi-organ damage, bone marrow suppression."
43,dog,TRUE,"oral irritation, bloody vomiting, diarrhea, shock, multi-organ damage, bone marrow suppression."
43,horse,TRUE,"oral irritation, bloody vomiting, diarrhea, shock, multi-organ damage, bone marrow suppression."
44,cat,FALSE,null
44,dog,FALSE,null
44,horse,FALSE,null
45,cat,TRUE,"Birds, rabbits, and some large animals are especially sensitive to avocados, as they can have respiratory distress, congestion, fluid accumulation around the heart, and even death from consuming avocado. While avocado is toxic to some animals, in dogs and cats, we do not expect to see serious signs of illness. In some dogs and cats, mild stomach upset may occur if the animal eats a significant amount of avocado flesh or peel. Ingestion of the pit can lead to obstruction in the gastrointestinal tract, which is a serious situation requiring urgent veterinary care. Avocado is sometimes included in pet foods for nutritional benefit. We would generally not expect avocado meal or oil present in commercial pet foods to pose a hazard to dogs and cats."
45,dog,TRUE,"Birds, rabbits, and some large animals are especially sensitive to avocados, as they can have respiratory distress, congestion, fluid accumulation around the heart, and even death from consuming avocado. While avocado is toxic to some animals, in dogs and cats, we do not expect to see serious signs of illness. In some dogs and cats, mild stomach upset may occur if the animal eats a significant amount of avocado flesh or peel. Ingestion of the pit can lead to obstruction in the gastrointestinal tract, which is a serious situation requiring urgent veterinary care. Avocado is sometimes included in pet foods for nutritional benefit. We would generally not expect avocado meal or oil present in commercial pet foods to pose a hazard to dogs and cats."
45,horse,TRUE,"Birds, rabbits, and some large animals are especially sensitive to avocados, as they can have respiratory distress, congestion, fluid accumulation around the heart, and even death from consuming avocado. While avocado is toxic to some animals, in dogs and cats, we do not expect to see serious signs of illness. In some dogs and cats, mild stomach upset may occur if the animal eats a significant amount of avocado flesh or peel. Ingestion of the pit can lead to obstruction in the gastrointestinal tract, which is a serious situation requiring urgent veterinary care. Avocado is sometimes included in pet foods for nutritional benefit. We would generally not expect avocado meal or oil present in commercial pet foods to pose a hazard to dogs and cats."
46,cat,TRUE,"Vomiting, diarrhea, hypersalivation, weakness, coma, hypotension, CNS depression, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems. Rhododendron is typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die."
46,dog,TRUE,"Vomiting, diarrhea, hypersalivation, weakness, coma, hypotension, CNS depression, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems. Rhododendron is typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die."
46,horse,TRUE,"Vomiting, diarrhea, hypersalivation, weakness, coma, hypotension, CNS depression, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems. Rhododendron is typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die."
47,cat,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)"
47,dog,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)"
47,horse,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)"
48,cat,FALSE,null
48,dog,FALSE,null
48,horse,TRUE,null
49,cat,TRUE,"Vomiting, diarrhea"
49,dog,TRUE,"Vomiting, diarrhea"
49,horse,TRUE,"Vomiting, diarrhea"
50,cat,FALSE,"Mild vomiting, diarrhea"
50,dog,FALSE,"Mild vomiting, diarrhea"
50,horse,FALSE,"Mild vomiting, diarrhea"
51,cat,FALSE,null
51,dog,FALSE,null
51,horse,TRUE,null
52,cat,FALSE,null
52,dog,FALSE,null
52,horse,TRUE,null
53,cat,FALSE,null
53,dog,FALSE,null
53,horse,FALSE,null
54,cat,FALSE,null
54,dog,FALSE,null
54,horse,TRUE,null
55,cat,FALSE,null
55,dog,FALSE,null
55,horse,FALSE,null
56,cat,FALSE,null
56,dog,FALSE,null
56,horse,FALSE,null
57,cat,FALSE,null
57,dog,FALSE,null
57,horse,FALSE,null
58,cat,TRUE,"Vomiting, change in urine color (red)"
58,dog,TRUE,"Vomiting, change in urine color (red)"
58,horse,TRUE,"Vomiting, change in urine color (red)"
59,cat,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
59,dog,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
59,horse,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
60,cat,TRUE,Vomiting and diarrhea.
60,dog,TRUE,Vomiting and diarrhea.
60,horse,TRUE,Vomiting and diarrhea.
61,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
61,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
61,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
62,cat,FALSE,null
62,dog,FALSE,null
62,horse,FALSE,null
63,cat,TRUE,"The plant is not usually eaten unless other forage is unavailable, or when incorporated into hay. Poisonings occur at ingestions of 50%- 200% of the animal's body weight over a 60 to 90 day period of grazing. Clinical signs have been referred to as ""chewing disease"", where horses chew but are unable to obtain food or swallow. Signs seen include a grinning appearance, open mouth with protruding, lolling tongue, yawning, head tossing, central nervous system depression, lost interest in food, difficulty breathing due to inhalation of food, submerging the head in water in an attempt to drink. Death can occur due to lack of eating and drinking, leading to dehydration and malnutrition."
63,dog,TRUE,"The plant is not usually eaten unless other forage is unavailable, or when incorporated into hay. Poisonings occur at ingestions of 50%- 200% of the animal's body weight over a 60 to 90 day period of grazing. Clinical signs have been referred to as ""chewing disease"", where horses chew but are unable to obtain food or swallow. Signs seen include a grinning appearance, open mouth with protruding, lolling tongue, yawning, head tossing, central nervous system depression, lost interest in food, difficulty breathing due to inhalation of food, submerging the head in water in an attempt to drink. Death can occur due to lack of eating and drinking, leading to dehydration and malnutrition."
63,horse,TRUE,"The plant is not usually eaten unless other forage is unavailable, or when incorporated into hay. Poisonings occur at ingestions of 50%- 200% of the animal's body weight over a 60 to 90 day period of grazing. Clinical signs have been referred to as ""chewing disease"", where horses chew but are unable to obtain food or swallow. Signs seen include a grinning appearance, open mouth with protruding, lolling tongue, yawning, head tossing, central nervous system depression, lost interest in food, difficulty breathing due to inhalation of food, submerging the head in water in an attempt to drink. Death can occur due to lack of eating and drinking, leading to dehydration and malnutrition."
64,cat,TRUE,"Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers."
64,dog,TRUE,"Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers."
64,horse,TRUE,"Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers."
65,cat,FALSE,null
65,dog,FALSE,null
65,horse,FALSE,null
66,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing. Tubers are the most toxic."
66,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing. Tubers are the most toxic."
66,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing. Tubers are the most toxic."
67,cat,FALSE,null
67,dog,FALSE,null
67,horse,TRUE,null
68,cat,FALSE,null
68,dog,FALSE,null
68,horse,TRUE,null
69,cat,FALSE,null
69,dog,FALSE,null
69,horse,TRUE,null
70,cat,TRUE,"Vomiting, diarrhea, depression; potential photosensitivity"
70,dog,TRUE,"Vomiting, diarrhea, depression; potential photosensitivity"
70,horse,TRUE,"Vomiting, diarrhea, depression; potential photosensitivity"
71,cat,FALSE,null
71,dog,FALSE,null
71,horse,FALSE,null
72,cat,FALSE,null
72,dog,FALSE,null
72,horse,FALSE,null
73,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
73,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
73,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
74,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
74,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
74,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
75,cat,TRUE,"Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."
75,dog,TRUE,"Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."
75,horse,TRUE,"Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."
76,cat,TRUE,"Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."
76,dog,TRUE,"Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."
76,horse,TRUE,"Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."
77,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
77,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
77,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
78,cat,FALSE,null
78,dog,FALSE,null
78,horse,FALSE,null
79,cat,TRUE,"Diarrhea (possibly with blood), slow heart rate, weakness"
79,dog,TRUE,"Diarrhea (possibly with blood), slow heart rate, weakness"
79,horse,TRUE,"Diarrhea (possibly with blood), slow heart rate, weakness"
80,cat,FALSE,null
80,dog,FALSE,null
80,horse,FALSE,null
81,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
81,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
81,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
82,cat,FALSE,null
82,dog,FALSE,null
82,horse,FALSE,null
83,cat,FALSE,null
83,dog,FALSE,null
83,horse,FALSE,null
84,cat,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
84,dog,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
84,horse,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
85,cat,TRUE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
85,dog,TRUE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
85,horse,TRUE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
86,cat,FALSE,"Dogs: moldy nuts can grow molds that cause tremors and seizures. Horses: Toxicity usually due to exposure to shavings in bedding;as little as 5% black walnut in bedding can induce a toxic reaction. Ingested nuts and nut hulls have also been implicated in digestive disturbances in horses. Onset of clinical signs as early as 8 hours after exposure to bedding; signs can include mild to moderate depression, anorexia, fluid build up in the legs (""stocking up""), laminitis, increased heart and respiratory rate, increased body temperature, mild colic (on occasion)."
86,dog,TRUE,"Dogs: moldy nuts can grow molds that cause tremors and seizures. Horses: Toxicity usually due to exposure to shavings in bedding;as little as 5% black walnut in bedding can induce a toxic reaction. Ingested nuts and nut hulls have also been implicated in digestive disturbances in horses. Onset of clinical signs as early as 8 hours after exposure to bedding; signs can include mild to moderate depression, anorexia, fluid build up in the legs (""stocking up""), laminitis, increased heart and respiratory rate, increased body temperature, mild colic (on occasion)."
86,horse,TRUE,"Dogs: moldy nuts can grow molds that cause tremors and seizures. Horses: Toxicity usually due to exposure to shavings in bedding;as little as 5% black walnut in bedding can induce a toxic reaction. Ingested nuts and nut hulls have also been implicated in digestive disturbances in horses. Onset of clinical signs as early as 8 hours after exposure to bedding; signs can include mild to moderate depression, anorexia, fluid build up in the legs (""stocking up""), laminitis, increased heart and respiratory rate, increased body temperature, mild colic (on occasion)."
87,cat,TRUE,Cattle: premature birth of calves or miscarriage have been reported in cattle.
87,dog,TRUE,Cattle: premature birth of calves or miscarriage have been reported in cattle.
87,horse,TRUE,Cattle: premature birth of calves or miscarriage have been reported in cattle.
88,cat,FALSE,null
88,dog,FALSE,null
88,horse,FALSE,null
89,cat,FALSE,null
89,dog,FALSE,null
89,horse,TRUE,null
90,cat,FALSE,null
90,dog,FALSE,null
90,horse,FALSE,null
91,cat,FALSE,null
91,dog,FALSE,null
91,horse,FALSE,null
92,cat,FALSE,null
92,dog,FALSE,null
92,horse,FALSE,null
93,cat,FALSE,null
93,dog,FALSE,null
93,horse,TRUE,null
94,cat,FALSE,null
94,dog,FALSE,null
94,horse,TRUE,null
95,cat,FALSE,null
95,dog,FALSE,null
95,horse,FALSE,null
96,cat,FALSE,null
96,dog,FALSE,null
96,horse,FALSE,null
97,cat,FALSE,null
97,dog,FALSE,null
97,horse,FALSE,null
98,cat,FALSE,null
98,dog,FALSE,null
98,horse,TRUE,null
99,cat,FALSE,null
99,dog,FALSE,null
99,horse,TRUE,null
100,cat,FALSE,null
100,dog,FALSE,null
100,horse,TRUE,null
101,cat,FALSE,null
101,dog,FALSE,null
101,horse,TRUE,null
102,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
102,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
102,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
